,Period,Year,Month,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
7761,2020-09-20,2020,9,N2,Male,Millennials,Business owner,Low Income,More,More,More,More,More,Less,Same,Same,Less,Same,Less,Less,More
7762,2020-09-20,2020,9,N20,Male,Millennials,Salaried employee,Low Income,Less,Less,Same,Less,More,Same,Same,Same,Less,Less,Same,Same,Same
7763,2020-09-20,2020,9,N20,Male,Millennials,Business owner,Low Income,Same,Same,Same,More,Less,Less,Not sure,More,Not sure,Not sure,Same,Same,Same
7764,2020-09-20,2020,9,N20,Male,Millennials,Business owner,Low Income,Same,Less,More,Same,Not sure,More,Not sure,Not sure,Not sure,Not sure,Same,Same,Same
7765,2020-09-20,2020,9,N20,Male,Gen Z,Student,Low Income,Less,Less,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
7766,2020-09-20,2020,9,N20,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Same
7767,2020-09-20,2020,9,N20,Male,Gen X,Salaried employee,Low Income,Less,Less,Less,Less,Not sure,Same,Same,Same,Not sure,Not sure,Not sure,Same,Same
7768,2020-09-20,2020,9,N20,Female,Millennials,Student,Low Income,Same,Same,Same,Same,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Same,Same,Not sure
7769,2020-09-20,2020,9,N20,Male,Millennials,Business owner,Low Income,Same,Same,Same,More,More,Same,More,Not sure,Not sure,Same,Not sure,Not sure,Same
7770,2020-09-20,2020,9,N20,Female,Millennials,Business owner,Low Income,Same,More,More,More,More,Same,Less,Less,Less,Less,Less,Less,Same
7771,2020-09-20,2020,9,N20,Female,Millennials,Student,Low Income,Same,Not sure,Same,More,More,More,More,More,Same,More,More,More,More
7772,2020-09-20,2020,9,N21,Male,Millennials,Salaried employee,High Income,More,Same,Same,More,Same,Same,More,Same,Same,More,Same,Same,Same
7773,2020-09-20,2020,9,N21,Female,Millennials,Business owner,Low Income,Same,Less,Not sure,Same,More,Less,Same,Not sure,More,More,Same,Same,Same
7774,2020-09-20,2020,9,N21,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Same,Same,Same,Same,Same,Same,More
7775,2020-09-20,2020,9,N21,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Same,Same,Same,Same,More,More,More,Same,Same
7776,2020-09-20,2020,9,N21,Female,Millennials,Business owner,Low Income,Same,Same,More,Same,More,Same,Same,More,More,Same,More,More,Same
7777,2020-09-20,2020,9,N21,Female,Millennials,Salaried employee,High Income,Same,Same,Same,Same,Not sure,Less,Less,Same,Less,Less,Less,Less,Not sure
7778,2020-09-20,2020,9,N21,Male,Millennials,Unemployed,Middle Income,Same,Same,Same,Less,Same,Less,Less,Less,Less,Same,Same,Same,More
7779,2020-09-20,2020,9,N21,Female,Millennials,Salaried employee,High Income,Same,More,Same,Same,More,Same,More,Same,More,More,More,Less,Same
7780,2020-09-20,2020,9,N21,Female,Millennials,Business owner,High Income,Same,Same,Less,Same,More,More,More,More,Same,More,More,More,Same
7781,2020-09-20,2020,9,N21,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,More,Not sure,Same,Same,Same,Not sure,Less,Less,More,More
7782,2020-09-20,2020,9,N21,Female,Millennials,Student,Middle Income,Same,Same,More,Same,Same,Not sure,Not sure,More,Not sure,Not sure,Same,More,More
7783,2020-09-20,2020,9,N21,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,More,Less,Same,Less,Less,More,Less,Less,Not sure
7784,2020-09-20,2020,9,N22,Male,Millennials,Salaried employee,Low Income,Less,Less,Same,Same,Same,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Same,More
7785,2020-09-20,2020,9,N22,Male,Millennials,Salaried employee,Low Income,Less,Same,Less,Less,Less,Not sure,Same,Same,Not sure,Not sure,Not sure,Same,More
7786,2020-09-20,2020,9,N22,Female,Millennials,Salaried employee,Middle Income,Less,Same,Same,More,Same,Same,Same,Less,Less,Less,Less,More,More
7787,2020-09-20,2020,9,N22,Female,Millennials,Salaried employee,Middle Income,Same,More,Less,Same,More,Same,Less,Same,More,More,Not sure,Less,Same
7788,2020-09-20,2020,9,N22,Female,Gen X,Business owner,Middle Income,Same,More,More,More,Less,Same,More,Same,Not sure,Not sure,Same,More,More
7789,2020-09-20,2020,9,N22,Female,Millennials,Salaried employee,Low Income,Less,Same,Less,Less,Less,Same,More,Less,Less,Less,Same,Less,Less
7790,2020-09-20,2020,9,N22,Male,Millennials,Salaried employee,Low Income,More,More,Same,Same,Same,Same,Same,More,More,Less,Less,Same,More
7791,2020-09-20,2020,9,N22,Female,Millennials,Student,Middle Income,Less,Same,Less,More,Same,Less,Same,More,Less,Less,Less,Same,Same
7792,2020-09-20,2020,9,N22,Female,Millennials,Unemployed,Low Income,Less,Same,Less,Same,Same,Not sure,Same,Less,Not sure,Same,Same,Same,Same
7793,2020-09-20,2020,9,N22,Male,Gen X,Self employed/Contractor,Low Income,More,Same,Same,Less,Less,Less,Same,Same,Same,Same,Same,Same,Less
7794,2020-09-20,2020,9,N22,Male,Gen Z,Student,Low Income,More,More,More,Same,More,Same,Same,Same,More,Same,Less,Less,More
7795,2020-09-20,2020,9,N23,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,More,More,More,More,More,Not sure,Not sure,Not sure
7796,2020-09-20,2020,9,N23,Female,Millennials,Salaried employee,Low Income,Less,Same,More,More,More,More,More,More,More,More,Same,Same,Same
7797,2020-09-20,2020,9,N23,Female,Gen Z,Salaried employee,Low Income,Less,Less,Same,Same,More,More,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
7798,2020-09-20,2020,9,N23,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
7799,2020-09-20,2020,9,N23,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7800,2020-09-20,2020,9,N23,Male,Millennials,Salaried employee,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
7801,2020-09-20,2020,9,N23,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,More,More,Not sure,Not sure,Not sure,More,More,More,More,More
7802,2020-09-20,2020,9,N23,Male,Millennials,Business owner,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
7803,2020-09-20,2020,9,N23,Female,Millennials,Salaried employee,Low Income,Less,Same,Same,Same,Same,More,More,More,More,More,More,More,More
7805,2020-09-20,2020,9,N24,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7806,2020-09-20,2020,9,N24,Female,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
7807,2020-09-20,2020,9,N24,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7808,2020-09-20,2020,9,N24,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7810,2020-09-20,2020,9,N24,Male,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
7815,2020-09-20,2020,9,N24,Male,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7819,2020-09-20,2020,9,N25,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same,Same
7820,2020-09-20,2020,9,N25,Female,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same,Same
7821,2020-09-20,2020,9,N25,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,More,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same,Same
7822,2020-09-20,2020,9,N25,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Same,Same,Less,Not sure,Same,Less,Same,Same
7823,2020-09-20,2020,9,N25,Female,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,Not sure,Not sure,Same,Less,Not sure,Same,Less,Same,Same
7824,2020-09-20,2020,9,N25,Male,Baby Boomers,Business owner,High Income,Same,Same,Less,Same,Not sure,Not sure,Same,Same,Not sure,Same,Less,Same,More
7825,2020-09-20,2020,9,N25,Male,Millennials,Business owner,Middle Income,Same,Same,Less,More,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same,More
7826,2020-09-20,2020,9,N25,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Not sure,Same,Same,Not sure,Same,Same,Less,Same
7827,2020-09-20,2020,9,N25,Male,Gen X,Business owner,Low Income,Same,Same,Less,Same,Not sure,Not sure,Same,Less,Not sure,Same,Less,Same,Same
7828,2020-09-20,2020,9,N25,Male,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Not sure,Less,Same,Less,Not sure,Same,Less,Same,Same
7829,2020-09-20,2020,9,N26,Female,Millennials,Salaried employee,Middle Income,More,More,More,Same,More,Same,Same,Same,Same,Same,More,Same,Same
7830,2020-09-20,2020,9,N26,Male,Millennials,Salaried employee,Middle Income,More,More,Same,More,More,Same,More,Same,Same,Same,Same,Same,Same
7831,2020-09-20,2020,9,N26,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Same
7832,2020-09-20,2020,9,N26,Female,Gen Z,Student,Low Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Same
7833,2020-09-20,2020,9,N26,Male,Millennials,Student,Low Income,Same,Same,Same,Less,Same,Same,Same,Same,Less,Less,Same,Same,Same
7834,2020-09-20,2020,9,N26,Male,Millennials,Salaried employee,Middle Income,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7835,2020-09-20,2020,9,N26,Female,Millennials,Salaried employee,Low Income,More,More,Same,More,More,Same,Same,Same,Same,Same,Same,Same,Same
7836,2020-09-20,2020,9,N26,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Less,Less,Less,Less
7837,2020-09-20,2020,9,N26,Male,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Same,Less
7838,2020-09-20,2020,9,N27,Female,Millennials,Salaried employee,Middle Income,More,More,Less,Same,Same,Same,More,Same,Less,Same,Same,More,More
7839,2020-09-20,2020,9,N27,Male,Millennials,Self employed/Contractor,Low Income,More,Less,More,Same,Same,Less,More,Less,Less,Less,Less,Same,Same
7840,2020-09-20,2020,9,N27,Female,Millennials,Salaried employee,Middle Income,Same,More,Same,More,Same,Same,More,Same,More,Same,More,Less,More
7841,2020-09-20,2020,9,N27,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Same,Less,Same,Same,Less,Same,Same,More
7842,2020-09-20,2020,9,N27,Female,Millennials,Salaried employee,Middle Income,Same,More,Not sure,Same,More,Same,Same,Not sure,Same,Less,Same,Same,More
7843,2020-09-20,2020,9,N27,Male,Millennials,Salaried employee,Middle Income,More,Same,More,Not sure,Same,Not sure,Same,More,Same,More,Same,More,More
7844,2020-09-20,2020,9,N27,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,More,Less,More,Same,Not sure,Same,Not sure,Less,Less,More
7845,2020-09-20,2020,9,N27,Female,Millennials,Unemployed,Middle Income,More,More,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same,Same
7846,2020-09-20,2020,9,N27,Male,Millennials,Salaried employee,Middle Income,More,Same,Less,More,More,More,Same,More,Same,More,Same,More,Same
7847,2020-09-20,2020,9,N27,Male,Millennials,Self employed/Contractor,Low Income,More,Same,Same,Same,Same,Less,Less,Less,Same,Same,Less,Same,Same
7848,2020-09-20,2020,9,N28,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,More,More,Less,Same,Same,Same,Same,Same,Same,Same
7849,2020-09-20,2020,9,N28,Male,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
7850,2020-09-20,2020,9,N28,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7851,2020-09-20,2020,9,N28,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,More,More,More,Same,More,Same,Same,Same,Same
7852,2020-09-20,2020,9,N28,Male,Baby Boomers,Business owner,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
7853,2020-09-20,2020,9,N28,Female,Gen Z,Student,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Same,Less,Same
7854,2020-09-20,2020,9,N28,Male,Millennials,Salaried employee,Middle Income,Same,More,More,More,More,Less,Same,Same,Same,Same,Same,Less,Less
7855,2020-09-20,2020,9,N28,Male,Millennials,Salaried employee,Middle Income,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less
7856,2020-09-20,2020,9,N28,Female,Gen X,Salaried employee,Middle Income,More,More,More,More,More,Same,Same,Same,Same,Same,Same,Less,Less
7857,2020-09-20,2020,9,N28,Female,Millennials,Business owner,Middle Income,More,More,More,More,More,Less,Same,Same,Less,Less,Same,Less,Less
7858,2020-09-20,2020,9,N29,Male,Millennials,Salaried employee,Low Income,Same,Same,More,Same,Same,Same,More,More,More,More,More,More,More
7859,2020-09-20,2020,9,N29,Male,Millennials,Student,Low Income,Same,More,More,Same,More,Same,Same,More,Same,More,Same,Less,Same
7860,2020-09-20,2020,9,N29,Male,Millennials,Salaried employee,Low Income,Less,Same,Same,Same,Less,Less,Same,Less,More,More,Same,Same,Same
7861,2020-09-20,2020,9,N29,Female,Millennials,Student,Low Income,Same,More,More,Same,Same,More,Less,Less,Same,Less,More,Same,Same
7862,2020-09-20,2020,9,N29,Male,Millennials,Salaried employee,Middle Income,Same,More,Same,More,Less,Same,Same,Less,Same,More,More,More,Same
7863,2020-09-20,2020,9,N29,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Same,Same,Same,Less,Same,Same,Same,Same
7864,2020-09-20,2020,9,N29,Female,Gen X,Business owner,Middle Income,Same,More,More,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
7865,2020-09-20,2020,9,N29,Female,Millennials,Student,Middle Income,Same,Less,Same,Same,Same,Same,Same,Same,Same,More,Same,Same,More
7866,2020-09-20,2020,9,N29,Male,Gen Z,Unemployed,Low Income,Less,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7867,2020-09-20,2020,9,N3,Male,Millennials,Salaried employee,Middle Income,More,Same,Less,Same,More,Less,More,Less,Less,More,Less,Less,Same
7868,2020-09-20,2020,9,N3,Female,Millennials,Business owner,Middle Income,More,More,Same,Less,Same,Not sure,Same,Same,More,Same,Same,More,More
7869,2020-09-20,2020,9,N3,Female,Millennials,Salaried employee,Low Income,More,Less,Same,Same,More,Same,Same,Less,More,Less,Same,Same,Same
7870,2020-09-20,2020,9,N3,Male,Gen X,Salaried employee,Low Income,More,Same,More,More,Same,More,Same,Same,More,More,More,More,Same
7871,2020-09-20,2020,9,N3,Male,Millennials,Unemployed,Middle Income,More,Same,More,Same,Less,More,Same,More,Same,More,Same,Same,Same
7872,2020-09-20,2020,9,N3,Female,Millennials,Salaried employee,Low Income,More,More,More,Same,More,Same,Same,Less,More,More,Same,Same,Same
7873,2020-09-20,2020,9,N3,Male,Baby Boomers,Business owner,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
7874,2020-09-20,2020,9,N3,Male,Baby Boomers,Salaried employee,Middle Income,More,More,Same,More,More,Less,More,Same,More,Less,Less,Less,Same
7875,2020-09-20,2020,9,N3,Female,Millennials,Self employed/Contractor,Low Income,More,Same,Same,Same,Same,Same,More,Less,More,Same,Same,More,Same
7876,2020-09-20,2020,9,N3,Female,Millennials,Self employed/Contractor,Low Income,More,Same,Same,More,More,More,Less,Same,More,Same,Same,Same,More
7877,2020-09-20,2020,9,N30,Female,Millennials,Salaried employee,Low Income,Same,Same,Less,Same,Same,Not sure,Same,Same,Less,Less,Less,Less,Same
7878,2020-09-20,2020,9,N30,Male,Millennials,Business owner,Low Income,Same,More,More,Same,Same,Not sure,Same,Same,Less,Less,Less,Less,Same
7879,2020-09-20,2020,9,N30,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Less,Less,Not sure,Less,Same,Less,Less,Same,Less,Same
7880,2020-09-20,2020,9,N30,Female,Millennials,Business owner,Low Income,Same,Same,Less,Same,Less,Less,Less,Less,Same,Less,Less,Less,Less
7881,2020-09-20,2020,9,N30,Female,Gen Z,Student,Middle Income,More,Same,Less,Same,Less,Not sure,Same,Same,Same,Same,Less,Less,Same
7882,2020-09-20,2020,9,N30,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Less,Not sure,Less,Less,Less,Less,Less,Less,Same
7883,2020-09-20,2020,9,N30,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,More,Less,Not sure,Less,Less,Less,Less,Less,Less,Same
7884,2020-09-20,2020,9,N30,Female,Millennials,Student,Low Income,Same,Same,Same,More,Less,Less,Less,Less,Less,Less,Less,Less,Same
7885,2020-09-20,2020,9,N30,Female,Millennials,Salaried employee,Low Income,Same,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Same
7886,2020-09-20,2020,9,N30,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7887,2020-09-20,2020,9,N31,Female,Millennials,Business owner,Middle Income,Less,Less,Same,Less,Same,Less,Less,Less,Same,Same,Less,Less,Same
7888,2020-09-20,2020,9,N31,Female,Millennials,Salaried employee,Middle Income,Same,Less,Same,More,Same,Same,More,More,Same,More,More,Same,Same
7889,2020-09-20,2020,9,N31,Male,Millennials,Student,Middle Income,Less,Less,Same,Less,Same,Less,Same,Same,More,More,More,Same,Same
7890,2020-09-20,2020,9,N31,Female,Millennials,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
7891,2020-09-20,2020,9,N31,Female,Millennials,Unemployed,Middle Income,Less,Less,Same,Same,Less,Same,Same,Same,More,More,More,Same,Same
7892,2020-09-20,2020,9,N31,Male,Millennials,Salaried employee,Middle Income,Less,Same,Less,Same,More,Same,Same,More,Same,Same,More,Same,More
7893,2020-09-20,2020,9,N31,Male,Millennials,Salaried employee,Middle Income,Less,Less,Same,Same,Less,Same,More,More,Same,Same,More,Same,More
7894,2020-09-20,2020,9,N31,Female,Millennials,Salaried employee,Middle Income,Less,Same,More,Not sure,Same,Same,More,Same,Same,Same,More,Not sure,More
7895,2020-09-20,2020,9,N31,Male,Millennials,Business owner,Middle Income,Less,Same,Same,Less,Less,Less,Same,Same,Less,Same,More,Same,Same
7896,2020-09-20,2020,9,N31,Male,Millennials,Student,Middle Income,Less,Same,Same,Less,Same,Same,More,Same,Same,Less,Less,Same,More
7897,2020-09-20,2020,9,N31,Male,Millennials,Salaried employee,Middle Income,Less,Same,Same,Less,Less,Same,Less,More,More,Same,More,Same,Same
7898,2020-09-20,2020,9,N31,Female,Millennials,Student,Middle Income,Less,Less,Same,Less,More,Same,Same,More,More,Same,More,Same,Same
7899,2020-09-20,2020,9,N31,Female,Millennials,Salaried employee,Middle Income,Less,Same,Less,Same,Less,Same,Same,Less,Same,Same,Less,Less,Same
7900,2020-09-20,2020,9,N31,Male,Millennials,Student,Middle Income,Same,Less,Same,Same,Less,Same,More,More,Same,Same,Less,Same,Less
7901,2020-09-20,2020,9,N31,Male,Millennials,Student,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,More,Same,More,More
7902,2020-09-20,2020,9,N33,Female,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,Same
7903,2020-09-20,2020,9,N33,Male,Millennials,Salaried employee,Middle Income,More,More,More,More,Not sure,More,Not sure,Not sure,Same,Same,Not sure,Same,Less
7904,2020-09-20,2020,9,N33,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,Same,Same,Same,Same
7905,2020-09-20,2020,9,N33,Female,Millennials,Business owner,Low Income,More,More,More,More,More,More,Same,Same,Same,Same,Less,Less,Less
7906,2020-09-20,2020,9,N33,Female,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,Not sure,Not sure,Not sure,Same,Same,Less
7907,2020-09-20,2020,9,N33,Male,Millennials,Self employed/Contractor,High Income,More,More,More,More,Not sure,Not sure,More,Not sure,More,Same,Same,Same,Same
